,Price,Clarity,City
4652,5487,2-Very slightly included,Antwerp
4653,710,2-Very slightly included,Antwerp
4654,1447,2-Very slightly included,Dubai
4655,781,2-Very slightly included,Kimberly
4656,5561,3-Slightly included,Antwerp
4657,11955,1-Very very slightly included,Paris
4658,2145,2-Very slightly included,Madrid
4659,628,2-Very slightly included,Surat
4660,10165,2-Very slightly included,Las Vegas
4661,8647,1-Very very slightly included,Kimberly
4662,6272,2-Very slightly included,Dubai
4663,6957,2-Very slightly included,Dubai
4664,2771,1-Very very slightly included,Kimberly
4665,3270,2-Very slightly included,Antwerp
4666,2218,3-Slightly included,Surat
4667,1649,3-Slightly included,Luxembourg
4668,4871,3-Slightly included,Antwerp
4669,9992,2-Very slightly included,Surat
4670,6022,2-Very slightly included,Kimberly
4671,8969,3-Slightly included,Zurich
4672,4749,3-Slightly included,Antwerp
4673,18371,3-Slightly included,Kimberly
4674,1723,2-Very slightly included,Paris
4675,4662,3-Slightly included,New York City
4676,13912,3-Slightly included,Madrid
4677,404,2-Very slightly included,London
4678,1923,2-Very slightly included,Antwerp
4679,567,1-Very very slightly included,Amsterdam
4680,758,2-Very slightly included,Surat
4681,3398,2-Very slightly included,Surat
4682,5033,3-Slightly included,London
4683,863,2-Very slightly included,Las Vegas
4684,2277,3-Slightly included,Tel Aviv
4685,5538,3-Slightly included,London
4686,9916,2-Very slightly included,Luxembourg
4687,1597,2-Very slightly included,London
4688,434,2-Very slightly included,Las Vegas
4689,1169,1-Very very slightly included,Antwerp
4690,556,2-Very slightly included,Zurich
4691,447,3-Slightly included,London
4692,1851,2-Very slightly included,Antwerp
4693,829,2-Very slightly included,Madrid
4694,1018,3-Slightly included,Dubai
4695,12897,1-Very very slightly included,Amsterdam
4696,12642,0-Internaly Flawless,Amsterdam
4697,537,2-Very slightly included,Paris
4698,1607,2-Very slightly included,Antwerp
4699,1295,1-Very very slightly included,Zurich
4700,1432,3-Slightly included,Surat
4701,4498,3-Slightly included,Madrid
4702,1050,1-Very very slightly included,Antwerp
4703,2860,1-Very very slightly included,Zurich
4704,1343,3-Slightly included,London
4705,2079,2-Very slightly included,Tel Aviv
4706,5520,3-Slightly included,Kimberly
4707,1123,1-Very very slightly included,Surat
4708,1400,1-Very very slightly included,Amsterdam
4709,4050,2-Very slightly included,Las Vegas
4710,7643,2-Very slightly included,Antwerp
4711,1547,3-Slightly included,Madrid
4712,3830,3-Slightly included,Zurich
4713,854,2-Very slightly included,Surat
4714,4633,3-Slightly included,New York City
4715,854,2-Very slightly included,London
4716,1013,1-Very very slightly included,Antwerp
4717,2121,3-Slightly included,Kimberly
4718,3431,2-Very slightly included,Zurich
4719,540,3-Slightly included,Paris
4720,4324,2-Very slightly included,Madrid
4721,605,1-Very very slightly included,Madrid
4722,671,3-Slightly included,Tel Aviv
4723,457,2-Very slightly included,Antwerp
4724,2703,3-Slightly included,Dubai
4725,720,4-Included,London
4726,5999,2-Very slightly included,Antwerp
4727,3005,2-Very slightly included,Zurich
4728,3780,3-Slightly included,Zurich
4729,675,3-Slightly included,Las Vegas
4730,4816,3-Slightly included,Kimberly
4731,523,2-Very slightly included,New York City
4732,1069,1-Very very slightly included,Paris
4733,477,3-Slightly included,Dubai
4734,12696,3-Slightly included,Kimberly
4735,1127,2-Very slightly included,Kimberly
4736,3504,2-Very slightly included,Dubai
4737,9216,2-Very slightly included,Antwerp
4738,4678,3-Slightly included,Antwerp
4739,1814,2-Very slightly included,London
4740,1197,3-Slightly included,Kimberly
4741,9525,0-Internaly Flawless,London
4742,1094,3-Slightly included,Kimberly
4743,984,1-Very very slightly included,Antwerp
4744,2386,3-Slightly included,Paris
4745,6479,2-Very slightly included,New York City
4746,882,3-Slightly included,Tel Aviv
4747,626,3-Slightly included,Madrid
4748,1333,1-Very very slightly included,Zurich
4749,4703,3-Slightly included,Antwerp
4750,9074,2-Very slightly included,Tel Aviv
4751,1568,3-Slightly included,Amsterdam
4752,394,2-Very slightly included,Antwerp
4753,544,3-Slightly included,Amsterdam
4754,680,3-Slightly included,Kimberly
4755,1105,1-Very very slightly included,Zurich
4756,459,3-Slightly included,New York City
4757,1202,3-Slightly included,Luxembourg
4758,844,2-Very slightly included,Madrid
4759,698,2-Very slightly included,Antwerp
4760,4330,3-Slightly included,Las Vegas
4761,666,2-Very slightly included,Madrid
4762,2817,3-Slightly included,Las Vegas
4763,3856,3-Slightly included,Surat
4764,9265,3-Slightly included,Paris
4765,5544,3-Slightly included,Kimberly
4766,1721,2-Very slightly included,New York City
4767,486,1-Very very slightly included,Luxembourg
4768,1656,2-Very slightly included,Antwerp
4769,3906,3-Slightly included,Luxembourg
4770,658,2-Very slightly included,Las Vegas
4771,447,3-Slightly included,Surat
4772,544,3-Slightly included,Kimberly
4773,4451,3-Slightly included,Zurich
4774,3668,2-Very slightly included,London
4775,874,0-Internaly Flawless,Surat
4776,2963,3-Slightly included,Kimberly
4777,1094,2-Very slightly included,Antwerp
4778,1225,1-Very very slightly included,Paris
4779,1041,2-Very slightly included,Amsterdam
4780,13199,3-Slightly included,New York City
4781,7062,2-Very slightly included,London
4782,3124,2-Very slightly included,Kimberly
4783,6399,2-Very slightly included,New York City
4784,3553,3-Slightly included,Tel Aviv
4785,3897,3-Slightly included,Antwerp
4786,6757,4-Included,Dubai
4787,6357,4-Included,Surat
4788,6340,2-Very slightly included,Antwerp
4789,965,1-Very very slightly included,Dubai
4790,4011,1-Very very slightly included,Madrid
4791,4276,3-Slightly included,New York City
4792,6132,3-Slightly included,Luxembourg
4793,1755,2-Very slightly included,London
4794,1250,3-Slightly included,Paris
4795,2633,3-Slightly included,Dubai
4796,7761,3-Slightly included,Surat
4797,8341,2-Very slightly included,Amsterdam
4798,3015,3-Slightly included,Luxembourg
4799,2399,3-Slightly included,Paris
4800,10772,3-Slightly included,Antwerp
4801,2723,3-Slightly included,Las Vegas
4802,1220,3-Slightly included,Paris
4803,596,2-Very slightly included,Las Vegas
4804,525,1-Very very slightly included,Kimberly
4805,7395,3-Slightly included,Antwerp
4806,3947,2-Very slightly included,Madrid
4807,3318,2-Very slightly included,Dubai
4808,11417,1-Very very slightly included,Kimberly
4809,14105,2-Very slightly included,Surat
4810,2463,1-Very very slightly included,Antwerp
4811,1175,3-Slightly included,Amsterdam
4812,710,2-Very slightly included,Las Vegas
4813,2157,2-Very slightly included,Luxembourg
4814,530,4-Included,Luxembourg
4815,2475,3-Slightly included,Zurich
4816,3443,1-Very very slightly included,Paris
4817,730,1-Very very slightly included,Antwerp
4818,4532,3-Slightly included,Las Vegas
4819,5616,2-Very slightly included,Kimberly
4820,1637,2-Very slightly included,New York City
4821,1013,1-Very very slightly included,Antwerp
4822,2894,3-Slightly included,Kimberly
4823,11792,3-Slightly included,Las Vegas
4824,3521,3-Slightly included,Las Vegas
4825,1018,1-Very very slightly included,Amsterdam
4826,5317,2-Very slightly included,Antwerp
4827,1369,1-Very very slightly included,Surat
4828,1209,0-Internaly Flawless,Dubai
4829,605,2-Very slightly included,Surat
4830,505,2-Very slightly included,Madrid
4831,586,1-Very very slightly included,Madrid
4832,491,2-Very slightly included,Antwerp
4833,2441,3-Slightly included,Antwerp
4834,1674,1-Very very slightly included,Madrid
4835,781,2-Very slightly included,Antwerp
4836,5197,3-Slightly included,Paris
4837,3681,3-Slightly included,Zurich
4838,1828,2-Very slightly included,Amsterdam
4839,5228,2-Very slightly included,Kimberly
4840,1020,3-Slightly included,Dubai
4841,583,2-Very slightly included,Amsterdam
4842,16013,3-Slightly included,Surat
4843,3362,3-Slightly included,Madrid
4844,3118,3-Slightly included,Surat
4845,988,1-Very very slightly included,Surat
4846,4864,3-Slightly included,Las Vegas
4847,591,2-Very slightly included,Paris
4848,873,0-Internaly Flawless,Surat
4849,2591,1-Very very slightly included,Kimberly
4850,15966,2-Very slightly included,Paris
4851,6899,3-Slightly included,Amsterdam
4852,4054,2-Very slightly included,Antwerp
4853,732,3-Slightly included,Madrid
4854,675,3-Slightly included,Madrid
4855,1412,2-Very slightly included,Zurich
4856,1655,2-Very slightly included,Dubai
4857,18107,2-Very slightly included,Amsterdam
4858,6290,2-Very slightly included,Surat
4859,994,3-Slightly included,Kimberly
4860,3679,3-Slightly included,Paris
4861,9040,1-Very very slightly included,Paris
4862,818,3-Slightly included,Surat
4863,6620,3-Slightly included,New York City
4864,1125,2-Very slightly included,Zurich
4865,982,1-Very very slightly included,Kimberly
4866,878,1-Very very slightly included,New York City
4867,422,3-Slightly included,Dubai
4868,886,0-Internaly Flawless,Zurich
4869,1897,1-Very very slightly included,Antwerp
4870,5073,3-Slightly included,Luxembourg
4871,1207,1-Very very slightly included,Luxembourg
4872,10349,2-Very slightly included,Antwerp
4873,2723,2-Very slightly included,Dubai
4874,992,4-Included,Antwerp
4875,868,1-Very very slightly included,Surat
4876,915,2-Very slightly included,Madrid
4877,1111,1-Very very slightly included,Madrid
4878,2360,3-Slightly included,Kimberly
4879,2302,1-Very very slightly included,Las Vegas
4880,13968,1-Very very slightly included,Zurich
4881,631,2-Very slightly included,Paris
4882,473,2-Very slightly included,Antwerp
4883,1687,3-Slightly included,New York City
4884,1758,3-Slightly included,Surat
4885,1329,2-Very slightly included,Tel Aviv
4886,8263,3-Slightly included,Amsterdam
4887,9189,2-Very slightly included,Surat
4888,1578,3-Slightly included,Amsterdam
4889,2953,2-Very slightly included,Amsterdam
4890,1836,2-Very slightly included,New York City
4891,4980,4-Included,Dubai
4892,6516,2-Very slightly included,Tel Aviv
4893,2314,3-Slightly included,New York City
4894,1643,2-Very slightly included,Surat
4895,928,2-Very slightly included,Las Vegas
4896,764,3-Slightly included,Paris
4897,1181,2-Very slightly included,Luxembourg
4898,9831,0-Internaly Flawless,Surat
4899,730,1-Very very slightly included,Paris
4900,1007,2-Very slightly included,Amsterdam
4901,2211,2-Very slightly included,Amsterdam
4902,6005,2-Very slightly included,Kimberly
4903,1181,2-Very slightly included,Kimberly
4904,17574,2-Very slightly included,Madrid
4905,14300,3-Slightly included,Madrid
4906,1827,1-Very very slightly included,Madrid
4907,3004,3-Slightly included,Surat
4908,1145,1-Very very slightly included,London
4909,932,1-Very very slightly included,Paris
4910,954,1-Very very slightly included,New York City
4911,852,2-Very slightly included,Tel Aviv
4912,1429,2-Very slightly included,Kimberly
4913,1318,3-Slightly included,Madrid
4914,6529,2-Very slightly included,Tel Aviv
4915,18741,3-Slightly included,Las Vegas
4916,1911,1-Very very slightly included,Surat
4917,4719,3-Slightly included,Kimberly
4918,5891,3-Slightly included,Kimberly
4919,2972,3-Slightly included,Paris
4920,7754,3-Slightly included,Antwerp
4921,10764,1-Very very slightly included,London
4922,1250,1-Very very slightly included,New York City
4923,10622,2-Very slightly included,Zurich
4924,6521,2-Very slightly included,Las Vegas
4925,742,1-Very very slightly included,Zurich
4926,7673,3-Slightly included,Madrid
4927,3818,2-Very slightly included,New York City
4928,16960,3-Slightly included,Dubai
4929,8610,1-Very very slightly included,Las Vegas
4930,1980,1-Very very slightly included,Tel Aviv
4931,1744,2-Very slightly included,Surat
4932,2326,3-Slightly included,Zurich
4933,472,3-Slightly included,Dubai
4934,1125,1-Very very slightly included,Amsterdam
4935,7564,2-Very slightly included,Kimberly
4936,2168,1-Very very slightly included,Surat
4937,8491,4-Included,Antwerp
4938,2756,3-Slightly included,New York City
4939,6887,2-Very slightly included,Amsterdam
4940,7950,3-Slightly included,London
4941,2713,3-Slightly included,Antwerp
4942,6397,3-Slightly included,Madrid
4943,1698,2-Very slightly included,Zurich
4944,698,2-Very slightly included,Madrid
4945,1731,2-Very slightly included,Surat
4946,911,2-Very slightly included,Antwerp
4947,6512,3-Slightly included,Amsterdam
4948,1337,3-Slightly included,Las Vegas
4949,4081,3-Slightly included,Las Vegas
4950,7758,2-Very slightly included,Las Vegas
4951,15922,2-Very slightly included,Madrid
4952,4585,3-Slightly included,Antwerp
4953,4283,3-Slightly included,Tel Aviv
4954,2908,2-Very slightly included,Kimberly
4955,2319,3-Slightly included,Surat
4956,919,3-Slightly included,Kimberly
4957,1378,2-Very slightly included,Paris
4958,4290,3-Slightly included,New York City
4959,1122,0-Internaly Flawless,Antwerp
4960,3597,3-Slightly included,Luxembourg
4961,2426,1-Very very slightly included,Amsterdam
4962,480,2-Very slightly included,Surat
4963,3105,1-Very very slightly included,Kimberly
4964,1844,2-Very slightly included,Antwerp
4965,3890,2-Very slightly included,Paris
4966,3353,3-Slightly included,Antwerp
4967,974,0-Internaly Flawless,Kimberly
4968,640,3-Slightly included,Surat
4969,1151,3-Slightly included,Paris
4970,9092,1-Very very slightly included,Kimberly
4971,1257,3-Slightly included,New York City
4972,6366,2-Very slightly included,Antwerp
4973,2084,0-Internaly Flawless,Dubai
4974,5154,3-Slightly included,Kimberly
4975,794,1-Very very slightly included,Surat
4976,612,1-Very very slightly included,Kimberly
4977,6007,2-Very slightly included,Antwerp
4978,3291,2-Very slightly included,Surat
4979,16599,1-Very very slightly included,Tel Aviv
4980,907,1-Very very slightly included,Antwerp
4981,593,3-Slightly included,Madrid
4982,3537,2-Very slightly included,Zurich
4983,8640,2-Very slightly included,Madrid
4984,12030,0-Internaly Flawless,Antwerp
4985,5410,3-Slightly included,London
4986,554,3-Slightly included,Madrid
4987,2935,4-Included,Madrid
4988,1567,2-Very slightly included,Paris
4989,1056,1-Very very slightly included,Antwerp
4990,1551,3-Slightly included,Surat
4991,1170,1-Very very slightly included,Antwerp
4992,886,4-Included,Paris
4993,424,2-Very slightly included,Antwerp
4994,737,1-Very very slightly included,Luxembourg
4995,4652,3-Slightly included,New York City
4996,4382,1-Very very slightly included,Luxembourg
4997,912,1-Very very slightly included,Las Vegas
4998,15105,3-Slightly included,New York City
4999,734,2-Very slightly included,Tel Aviv
5000,2232,3-Slightly included,Antwerp
5001,4258,3-Slightly included,Antwerp
5002,8621,0-Internaly Flawless,New York City
5003,854,2-Very slightly included,Zurich
5004,465,1-Very very slightly included,New York City
5005,2762,2-Very slightly included,Tel Aviv
5006,858,1-Very very slightly included,Zurich
5007,14071,2-Very slightly included,Surat
5008,477,3-Slightly included,Surat
5009,1240,2-Very slightly included,Dubai
5010,614,1-Very very slightly included,Antwerp
5011,12390,1-Very very slightly included,Paris
5012,2427,3-Slightly included,Kimberly
5013,918,1-Very very slightly included,Surat
5014,1698,1-Very very slightly included,Surat
5015,4586,3-Slightly included,New York City
5016,14603,3-Slightly included,Las Vegas
5017,734,2-Very slightly included,Kimberly
5018,2052,1-Very very slightly included,Dubai
5019,5029,3-Slightly included,Kimberly
5020,3620,3-Slightly included,Tel Aviv
5021,12587,2-Very slightly included,Zurich
5022,4160,3-Slightly included,Paris
5023,18211,1-Very very slightly included,New York City
5024,1026,0-Internaly Flawless,Kimberly
5025,2201,3-Slightly included,Antwerp
5026,15821,2-Very slightly included,Dubai
5027,2041,1-Very very slightly included,Las Vegas
5028,1752,2-Very slightly included,Zurich
5029,462,3-Slightly included,Amsterdam
5030,556,3-Slightly included,London
5031,1915,2-Very slightly included,Amsterdam
5032,666,2-Very slightly included,Antwerp
5033,3485,3-Slightly included,Madrid
5034,949,1-Very very slightly included,London
5035,2506,0-Internaly Flawless,New York City
5036,6128,2-Very slightly included,Madrid
5037,882,3-Slightly included,Zurich
5038,1654,3-Slightly included,New York City
5039,1192,1-Very very slightly included,Kimberly
5040,1603,2-Very slightly included,London
5041,3730,2-Very slightly included,Amsterdam
5042,491,3-Slightly included,Luxembourg
5043,491,2-Very slightly included,Zurich
5044,589,3-Slightly included,Antwerp
5045,5254,2-Very slightly included,Tel Aviv
5046,4072,2-Very slightly included,Amsterdam
5047,4452,3-Slightly included,Luxembourg
5048,709,1-Very very slightly included,Luxembourg
5049,17052,2-Very slightly included,Madrid
5050,4373,3-Slightly included,London
5051,11576,3-Slightly included,Surat
5052,2869,0-Internaly Flawless,Madrid
5053,12989,1-Very very slightly included,Kimberly
5054,4963,2-Very slightly included,Luxembourg
5055,4551,3-Slightly included,Madrid
5056,2854,2-Very slightly included,Kimberly
5057,5142,3-Slightly included,Paris
5058,1372,2-Very slightly included,Antwerp
5059,15303,1-Very very slightly included,Tel Aviv
5060,1777,3-Slightly included,Zurich
5061,2343,3-Slightly included,Zurich
5062,5192,3-Slightly included,London
5063,2210,1-Very very slightly included,London
5064,4155,3-Slightly included,Surat
5065,811,2-Very slightly included,Paris
5066,745,2-Very slightly included,Paris
5067,863,1-Very very slightly included,Zurich
5068,629,1-Very very slightly included,London
5069,394,2-Very slightly included,Surat
5070,1080,0-Internaly Flawless,Dubai
5071,727,3-Slightly included,Kimberly
5072,2984,2-Very slightly included,Zurich
5073,2263,3-Slightly included,Kimberly
5074,449,3-Slightly included,Tel Aviv
5075,1974,2-Very slightly included,Luxembourg
5076,605,1-Very very slightly included,Las Vegas
5077,1849,0-Internaly Flawless,London
5078,12283,2-Very slightly included,Dubai
5079,3239,2-Very slightly included,Kimberly
5080,1656,2-Very slightly included,Madrid
5081,2511,2-Very slightly included,Zurich
5082,1786,2-Very slightly included,New York City
5083,419,2-Very slightly included,Amsterdam
5084,3801,3-Slightly included,Antwerp
5085,1014,0-Internaly Flawless,Las Vegas
5086,2093,1-Very very slightly included,Antwerp
5087,1076,2-Very slightly included,Las Vegas
5088,1573,2-Very slightly included,New York City
5089,10688,3-Slightly included,New York City
5090,4116,3-Slightly included,Amsterdam
5091,2886,3-Slightly included,Amsterdam
5092,707,1-Very very slightly included,Paris
5093,2401,2-Very slightly included,Paris
5094,558,3-Slightly included,New York City
5095,6659,2-Very slightly included,Kimberly
5096,683,3-Slightly included,Surat
5097,3122,3-Slightly included,Surat
5098,3644,2-Very slightly included,Surat
5099,2856,3-Slightly included,Antwerp
5100,4435,3-Slightly included,London
5101,2655,2-Very slightly included,Las Vegas
5102,601,2-Very slightly included,Madrid
5103,2080,2-Very slightly included,Paris
5104,4202,3-Slightly included,Surat
5105,6239,2-Very slightly included,Zurich
5106,552,1-Very very slightly included,Las Vegas
5107,1140,2-Very slightly included,Zurich
5108,2952,2-Very slightly included,Madrid
5109,1308,3-Slightly included,Luxembourg
5110,4861,2-Very slightly included,New York City
5111,680,2-Very slightly included,Antwerp
5112,3115,3-Slightly included,Antwerp
5113,1213,0-Internaly Flawless,Paris
5114,1929,2-Very slightly included,Luxembourg
5115,2674,3-Slightly included,Madrid
5116,10504,2-Very slightly included,Las Vegas
5117,2012,1-Very very slightly included,Madrid
5118,890,2-Very slightly included,Tel Aviv
5119,6798,3-Slightly included,Luxembourg
5120,5095,3-Slightly included,Dubai
5121,1235,1-Very very slightly included,Kimberly
5122,429,2-Very slightly included,Luxembourg
5123,17240,2-Very slightly included,Tel Aviv
5124,1240,1-Very very slightly included,Las Vegas
5125,10147,1-Very very slightly included,Tel Aviv
5126,658,2-Very slightly included,Tel Aviv
5127,1015,3-Slightly included,London
5128,2921,2-Very slightly included,Zurich
5129,1294,2-Very slightly included,Surat
5130,1415,3-Slightly included,Luxembourg
5131,843,2-Very slightly included,Amsterdam
5132,772,3-Slightly included,Tel Aviv
5133,990,3-Slightly included,Las Vegas
5134,1028,1-Very very slightly included,Tel Aviv
5135,1381,1-Very very slightly included,Antwerp
5136,1934,3-Slightly included,Zurich
5137,1111,1-Very very slightly included,Tel Aviv
5138,4816,3-Slightly included,Madrid
5139,13029,1-Very very slightly included,Kimberly
5140,5208,3-Slightly included,Surat
5141,3839,3-Slightly included,Paris
5142,1331,3-Slightly included,Kimberly
5143,2610,3-Slightly included,Tel Aviv
5144,550,3-Slightly included,Kimberly
5145,4781,3-Slightly included,London
5146,6169,2-Very slightly included,Surat
5147,552,1-Very very slightly included,Luxembourg
5148,8770,1-Very very slightly included,Paris
5149,2617,1-Very very slightly included,Las Vegas
5150,756,3-Slightly included,Antwerp
5151,1680,2-Very slightly included,London
5152,10662,2-Very slightly included,Tel Aviv
5153,1087,2-Very slightly included,Luxembourg
5154,814,0-Internaly Flawless,Amsterdam
5155,993,1-Very very slightly included,London
5156,3446,2-Very slightly included,Luxembourg
5157,367,2-Very slightly included,Surat
5158,2656,3-Slightly included,Las Vegas
5159,746,3-Slightly included,Antwerp
5160,1757,2-Very slightly included,Kimberly
5161,3189,2-Very slightly included,Tel Aviv
5162,720,2-Very slightly included,Tel Aviv
5163,4588,3-Slightly included,Kimberly
5164,456,2-Very slightly included,Tel Aviv
5165,2519,3-Slightly included,Luxembourg
5166,391,3-Slightly included,Madrid
5167,705,3-Slightly included,Surat
5168,862,1-Very very slightly included,Dubai
5169,789,1-Very very slightly included,Surat
5170,3084,3-Slightly included,London
5171,720,2-Very slightly included,Kimberly
5172,1008,1-Very very slightly included,Madrid
5173,3191,1-Very very slightly included,Las Vegas
5174,734,2-Very slightly included,Surat
5175,8905,1-Very very slightly included,New York City
5176,2633,2-Very slightly included,Zurich
5177,9828,2-Very slightly included,Luxembourg
5178,1881,2-Very slightly included,London
5179,6597,2-Very slightly included,Surat
5180,1902,1-Very very slightly included,Antwerp
5181,10685,2-Very slightly included,Surat
5182,11088,1-Very very slightly included,Las Vegas
5183,2581,1-Very very slightly included,Surat
5184,5809,3-Slightly included,Dubai
5185,658,2-Very slightly included,Antwerp
5186,7163,1-Very very slightly included,Kimberly
5187,1607,2-Very slightly included,Surat
5188,7740,2-Very slightly included,Luxembourg
5189,863,2-Very slightly included,London
5190,1125,1-Very very slightly included,London
5191,749,2-Very slightly included,Las Vegas
5192,1654,2-Very slightly included,Las Vegas
5193,3360,3-Slightly included,Kimberly
5194,13746,3-Slightly included,Kimberly
5195,5158,3-Slightly included,Paris
5196,6999,2-Very slightly included,Luxembourg
5197,3167,0-Internaly Flawless,Antwerp
5198,2663,3-Slightly included,London
5199,2574,3-Slightly included,Kimberly
5200,4318,3-Slightly included,Madrid
5201,3884,3-Slightly included,Kimberly
5202,1151,2-Very slightly included,Antwerp
5203,18648,3-Slightly included,Surat
5204,2201,3-Slightly included,Dubai
5205,7453,3-Slightly included,Surat
5206,1851,2-Very slightly included,London
5207,812,3-Slightly included,Luxembourg
5208,4637,2-Very slightly included,Kimberly
5209,782,2-Very slightly included,Surat
5210,505,1-Very very slightly included,Tel Aviv
5211,720,2-Very slightly included,London
5212,6393,2-Very slightly included,Paris
5213,3864,3-Slightly included,New York City
5214,605,2-Very slightly included,Surat
5215,4416,3-Slightly included,Amsterdam
5216,2304,1-Very very slightly included,London
5217,710,2-Very slightly included,Zurich
5218,3920,2-Very slightly included,Antwerp
5219,8048,3-Slightly included,Kimberly
5220,1949,2-Very slightly included,London
5221,1009,2-Very slightly included,New York City
5222,5174,3-Slightly included,Madrid
5223,12546,2-Very slightly included,New York City
5224,1205,3-Slightly included,New York City
5225,1676,2-Very slightly included,Zurich
5226,11946,3-Slightly included,Kimberly
5227,10368,0-Internaly Flawless,Surat
5228,10321,1-Very very slightly included,Zurich
5229,997,3-Slightly included,Kimberly
5230,4975,3-Slightly included,Zurich
5231,2515,2-Very slightly included,Surat
5232,5285,3-Slightly included,New York City
5233,3254,1-Very very slightly included,London
5234,454,3-Slightly included,Zurich
5235,3884,3-Slightly included,Surat
5236,13009,2-Very slightly included,Zurich
5237,4064,3-Slightly included,Tel Aviv
5238,382,3-Slightly included,Surat
5239,956,0-Internaly Flawless,Dubai
5240,1317,2-Very slightly included,Madrid
5241,1369,2-Very slightly included,Zurich
5242,3376,3-Slightly included,Antwerp
5243,5908,3-Slightly included,Surat
5244,12230,1-Very very slightly included,Dubai
5245,2974,0-Internaly Flawless,London
5246,8703,3-Slightly included,Las Vegas
5247,15111,2-Very slightly included,Luxembourg
5248,4092,3-Slightly included,Zurich
5249,1125,2-Very slightly included,Zurich
5250,1168,0-Internaly Flawless,Kimberly
5251,761,0-Internaly Flawless,New York City
5252,12795,1-Very very slightly included,Surat
5253,5055,2-Very slightly included,Tel Aviv
5254,1847,2-Very slightly included,Surat
5255,914,3-Slightly included,Surat
5256,662,1-Very very slightly included,Surat
5257,574,3-Slightly included,New York City
5258,2197,1-Very very slightly included,Paris
5259,6068,3-Slightly included,Kimberly
5260,600,3-Slightly included,Amsterdam
5261,412,2-Very slightly included,Surat
5262,1743,3-Slightly included,Dubai
5263,8374,1-Very very slightly included,Antwerp
5264,802,2-Very slightly included,Surat
5265,2006,2-Very slightly included,Antwerp
5266,882,3-Slightly included,Surat
5267,1090,1-Very very slightly included,Madrid
5268,2335,3-Slightly included,Surat
5269,11580,2-Very slightly included,Kimberly
5270,2009,2-Very slightly included,Antwerp
5271,1011,1-Very very slightly included,Dubai
5272,2324,3-Slightly included,Surat
5273,5190,3-Slightly included,Kimberly
5274,3229,2-Very slightly included,Amsterdam
5275,7316,3-Slightly included,Antwerp
5276,1331,3-Slightly included,Zurich
5277,2344,4-Included,Kimberly
5278,3820,2-Very slightly included,New York City
5279,811,2-Very slightly included,Antwerp
5280,2319,3-Slightly included,Madrid
5281,622,1-Very very slightly included,Luxembourg
5282,1690,2-Very slightly included,Zurich
5283,9802,2-Very slightly included,Surat
5284,450,3-Slightly included,Las Vegas
5285,2243,2-Very slightly included,Surat
5286,7260,2-Very slightly included,Zurich
5287,5363,3-Slightly included,Antwerp
5288,3889,3-Slightly included,Zurich
5289,982,2-Very slightly included,Tel Aviv
5290,16575,3-Slightly included,Luxembourg
5291,6771,2-Very slightly included,Paris
5292,12844,3-Slightly included,Luxembourg
5293,1168,0-Internaly Flawless,Antwerp
5294,792,2-Very slightly included,Amsterdam
5295,13060,0-Internaly Flawless,London
5296,10744,1-Very very slightly included,Luxembourg
5297,1727,2-Very slightly included,Antwerp
5298,4779,2-Very slightly included,Zurich
5299,829,2-Very slightly included,London
5300,9139,1-Very very slightly included,Luxembourg
5301,5866,2-Very slightly included,Tel Aviv
5302,5506,2-Very slightly included,Surat
5303,2742,1-Very very slightly included,Las Vegas
5304,13097,2-Very slightly included,Zurich
5305,2737,2-Very slightly included,Surat
5306,630,3-Slightly included,Kimberly
5307,1150,2-Very slightly included,Zurich
5308,3987,3-Slightly included,Amsterdam
5309,854,2-Very slightly included,New York City
5310,1448,2-Very slightly included,Surat
5311,1447,2-Very slightly included,New York City
5312,9745,3-Slightly included,Paris
5313,1755,2-Very slightly included,London
5314,2262,3-Slightly included,Luxembourg
5315,932,2-Very slightly included,Amsterdam
5316,702,3-Slightly included,London
5317,620,2-Very slightly included,Kimberly
5318,2732,2-Very slightly included,Surat
5319,1787,2-Very slightly included,Kimberly
5320,8408,4-Included,Luxembourg
5321,7672,3-Slightly included,London
5322,4698,3-Slightly included,Surat
5323,3725,2-Very slightly included,Paris
5324,4338,3-Slightly included,Antwerp
5325,2216,3-Slightly included,Kimberly
5326,408,3-Slightly included,Surat
5327,10401,2-Very slightly included,London
5328,8413,2-Very slightly included,Kimberly
5329,6606,2-Very slightly included,Madrid
5330,2879,3-Slightly included,Surat
5331,738,2-Very slightly included,Kimberly
5332,3672,2-Very slightly included,Las Vegas
5333,5939,3-Slightly included,Kimberly
5334,4201,3-Slightly included,Surat
5335,10428,3-Slightly included,Tel Aviv
5336,4874,2-Very slightly included,Dubai
5337,1726,1-Very very slightly included,Antwerp
5338,3408,2-Very slightly included,Kimberly
5339,720,1-Very very slightly included,Zurich
5340,3494,1-Very very slightly included,Paris
5341,2393,0-Internaly Flawless,Kimberly
5342,489,2-Very slightly included,Madrid
5343,1073,1-Very very slightly included,Amsterdam
5344,11776,3-Slightly included,Tel Aviv
5345,2700,3-Slightly included,Tel Aviv
5346,7421,2-Very slightly included,Madrid
5347,1079,2-Very slightly included,New York City
5348,5645,2-Very slightly included,London
5349,971,1-Very very slightly included,Amsterdam
5350,3774,3-Slightly included,Kimberly
5351,4503,3-Slightly included,Antwerp
5352,3519,3-Slightly included,Madrid
5353,1105,3-Slightly included,Surat
5354,5622,3-Slightly included,Surat
